"order_id","customer_id","order_date","amount"
"1078","12271","2023-06-03","12.07"
"1079","12341","2023-06-03","113.79"
"1080","12611","2023-06-03","73.09"
"1081","12677","2023-06-03","84.70"
"1082","12745","2023-06-03","356.86"
"1083","12787","2023-06-03","237.48"
"1084","12877","2023-06-03","131.86"
"1085","12945","2023-06-03","18.70"
"1086","13149","2023-06-03","131.51"
"1087","13476","2023-06-03","527.07"
"1088","13574","2023-06-03","29.36"
"1089","13694","2023-06-03","17.93"
"1090","13807","2023-06-03","74.54"
"1091","13878","2023-06-03","32.81"
"1092","13958","2023-06-03","173.96"
"1093","14014","2023-06-03","259.00"
"1094","14054","2023-06-03","14.42"
"1095","14127","2023-06-03","18.06"
"1096","14483","2023-06-03","5.00"
"1097","14579","2023-06-03","174.38"
"1098","10090","2023-06-04","5.69"
"1099","10108","2023-06-04","41.78"
"1100","10123","2023-06-04","214.25"
"1101","10228","2023-06-04","149.25"
"1102","10340","2023-06-04","179.86"
"1103","10359","2023-06-04","5.99"
"1104","10411","2023-06-04","198.10"
"1105","10590","2023-06-04","85.95"
"1106","10662","2023-06-04","5.00"
"1107","10804","2023-06-04","52.70"
"1108","10940","2023-06-04","94.18"
"1109","10942","2023-06-04","72.84"
"1110","10951","2023-06-04","166.90"
"1111","10972","2023-06-04","30.76"
"1112","11033","2023-06-04","49.13"
"1113","11319","2023-06-04","41.37"
"1114","11359","2023-06-04","14.70"
"1115","11472","2023-06-04","51.48"
"1116","11645","2023-06-04","149.33"
"1117","11996","2023-06-04","23.75"
"1118","12168","2023-06-04","20.82"
"1119","12193","2023-06-04","49.84"
"1120","12214","2023-06-04","91.99"
"1121","12271","2023-06-04","19.70"
"1122","12433","2023-06-04","14.51"
"1123","12747","2023-06-04","68.57"
"1124","13016","2023-06-04","19.84"
"1125","13149","2023-06-04","552.16"
"1126","13454","2023-06-04","121.50"
"1127","13502","2023-06-04","163.52"
"1128","13538","2023-06-04","173.93"
"1129","13697","2023-06-04","118.59"
"1130","13743","2023-06-04","5.00"
"1131","13772","2023-06-04","267.18"
"1132","13794","2023-06-04","19.24"
"1133","13916","2023-06-04","15.89"
"1134","14066","2023-06-04","76.01"
"1135","14203","2023-06-04","12.84"
"1136","14418","2023-06-04","282.96"
"1137","14435","2023-06-04","29.72"
"1138","14447","2023-06-04","74.55"
"1139","14463","2023-06-04","132.82"
"1140","14781","2023-06-04","26.82"
"1141","10193","2023-06-05","43.74"
"1142","10308","2023-06-05","43.36"
"1143","10426","2023-06-05","100.04"
"1144","10606","2023-06-05","55.25"
"1145","10642","2023-06-05","111.04"
"1146","10839","2023-06-05","9.27"
"1147","11076","2023-06-05","68.24"
"1148","11220","2023-06-05","10.52"
"1149","11298","2023-06-05","32.98"
"1150","11879","2023-06-05","85.00"
"1151","12196","2023-06-05","78.04"
"1152","12286","2023-06-05","218.76"
"1153","12433","2023-06-05","31.27"
"1154","12484","2023-06-05","70.66"
"1155","13086","2023-06-05","74.47"
"1156","13165","2023-06-05","54.70"
"1157","13353","2023-06-05","28.26"
"1158","13485","2023-06-05","299.24"
"1159","13636","2023-06-05","50.74"
"1160","13851","2023-06-05","583.43"
"1161","14095","2023-06-05","65.88"
"1162","14157","2023-06-05","14.91"
"1163","14211","2023-06-05","5.00"
"1164","14375","2023-06-05","28.92"
"1165","14396","2023-06-05","111.06"
"1166","14620","2023-06-05","144.12"
"1167","14832","2023-06-05","5.00"
"1168","14987","2023-06-05","61.89"
"1169","10136","2023-06-06","244.90"
"1170","10389","2023-06-06","100.81"
"1171","10653","2023-06-06","25.86"
"1172","10675","2023-06-06","74.86"
"1173","10724","2023-06-06","162.88"
"1174","10914","2023-06-06","97.79"
"1175","10951","2023-06-06","310.88"
"1176","11254","2023-06-06","84.66"
"1177","11413","2023-06-06","148.46"
"1178","11520","2023-06-06","7.83"
"1179","11855","2023-06-06","5.00"
"1180","11899","2023-06-06","97.58"
"1181","11910","2023-06-06","39.70"
"1182","12100","2023-06-06","125.93"
"1183","12193","2023-06-06","60.48"
"1184","12327","2023-06-06","51.00"
"1185","12436","2023-06-06","43.54"
"1186","12460","2023-06-06","3.55"
"1187","13172","2023-06-06","99.19"
"1188","13299","2023-06-06","115.40"
"1189","13404","2023-06-06","7.79"
"1190","13733","2023-06-06","5.66"
"1191","13901","2023-06-06","48.30"
"1192","13976","2023-06-06","235.40"
"1193","13996","2023-06-06","191.40"
"1194","14357","2023-06-06","281.49"
"1195","14439","2023-06-06","5.00"
"1196","14771","2023-06-06","35.95"
"1197","14913","2023-06-06","242.64"
"1198","14923","2023-06-06","168.62"
"1199","10063","2023-06-07","169.25"
"1200","10094","2023-06-07","97.45"
"1201","10275","2023-06-07","36.30"
"1202","10334","2023-06-07","103.82"
"1203","10485","2023-06-07","23.49"
"1204","10491","2023-06-07","82.51"
"1205","10529","2023-06-07","170.55"
"1206","10536","2023-06-07","160.71"
"1207","10557","2023-06-07","6.65"
"1208","10597","2023-06-07","31.74"
"1209","10657","2023-06-07","5.00"
"1210","10695","2023-06-07","780.19"
"1211","10845","2023-06-07","9.68"
"1212","10874","2023-06-07","46.58"
"1213","10895","2023-06-07","31.99"
"1214","11153","2023-06-07","524.37"
"1215","11477","2023-06-07","20.75"
"1216","11745","2023-06-07","180.20"
"1217","11809","2023-06-07","67.52"
"1218","11960","2023-06-07","234.83"
"1219","11997","2023-06-07","85.98"
"1220","12373","2023-06-07","5.40"
"1221","12473","2023-06-07","23.26"
"1222","12748","2023-06-07","219.83"
"1223","12938","2023-06-07","88.49"
"1224","13293","2023-06-07","30.95"
"1225","13335","2023-06-07","68.14"
"1226","13640","2023-06-07","90.24"
"1227","13887","2023-06-07","66.91"
"1228","13961","2023-06-07","146.60"
"1229","14032","2023-06-07","118.59"
"1230","14126","2023-06-07","26.19"
"1231","14381","2023-06-07","14.82"
"1232","14467","2023-06-07","98.60"
"1233","14649","2023-06-07","845.55"
"1234","14823","2023-06-07","166.63"
"1235","14825","2023-06-07","326.85"
"1236","14832","2023-06-07","87.23"
"1237","10123","2023-06-08","21.79"
"1238","10126","2023-06-08","228.59"
"1239","10161","2023-06-08","75.83"
"1240","10305","2023-06-08","196.06"
"1241","10554","2023-06-08","24.36"
"1242","10575","2023-06-08","16.38"
"1243","10901","2023-06-08","99.43"
"1244","11177","2023-06-08","144.07"
"1245","11196","2023-06-08","41.50"
"1246","11306","2023-06-08","234.07"
"1247","11523","2023-06-08","399.56"
"1248","11655","2023-06-08","6.44"
"1249","11781","2023-06-08","5.00"
"1250","11818","2023-06-08","26.77"
"1251","11920","2023-06-08","22.50"
"1252","11935","2023-06-08","132.90"
"1253","12013","2023-06-08","29.43"
"1254","12331","2023-06-08","10.86"
"1255","12434","2023-06-08","33.88"
"1256","12520","2023-06-08","130.37"
"1257","12533","2023-06-08","13.34"
"1258","12590","2023-06-08","158.63"
"1259","12758","2023-06-08","240.36"
"1260","12777","2023-06-08","92.27"
"1261","12793","2023-06-08","357.70"
"1262","13000","2023-06-08","26.74"
"1263","13053","2023-06-08","5.00"
"1264","13258","2023-06-08","24.34"
"1265","13541","2023-06-08","64.48"
"1266","13941","2023-06-08","164.07"
"1267","14131","2023-06-08","29.96"
"1268","14384","2023-06-08","115.68"
"1269","14662","2023-06-08","71.06"
"1270","14752","2023-06-08","214.28"
"1271","14985","2023-06-08","5.00"
"1272","10014","2023-06-09","195.97"
"1273","10085","2023-06-09","251.99"
"1274","10279","2023-06-09","167.17"
"1275","10546","2023-06-09","64.64"
"1276","10696","2023-06-09","63.52"
"1277","11304","2023-06-09","91.60"
"1278","11753","2023-06-09","24.94"
"1279","12304","2023-06-09","16.79"
"1280","12495","2023-06-09","63.42"
"1281","12751","2023-06-09","121.90"
"1282","12795","2023-06-09","219.82"
"1283","12845","2023-06-09","73.99"
"1284","13115","2023-06-09","67.97"
"1285","13266","2023-06-09","216.94"
"1286","13587","2023-06-09","56.82"
"1287","13710","2023-06-09","166.64"
"1288","13877","2023-06-09","14.79"
"1289","13950","2023-06-09","336.11"
"1290","14016","2023-06-09","59.75"
"1291","14250","2023-06-09","130.04"
"1292","14305","2023-06-09","130.35"
"1293","14309","2023-06-09","6.03"
"1294","10026","2023-06-10","268.73"
"1295","10183","2023-06-10","106.67"
"1296","10200","2023-06-10","45.14"
"1297","10351","2023-06-10","59.19"
"1298","10437","2023-06-10","146.99"
"1299","10685","2023-06-10","771.76"
"1300","11086","2023-06-10","202.64"
"1301","11243","2023-06-10","542.03"
"1302","11351","2023-06-10","29.51"
"1303","11464","2023-06-10","74.66"
"1304","11580","2023-06-10","340.24"
"1305","11726","2023-06-10","16.96"
"1306","11736","2023-06-10","195.83"
"1307","11964","2023-06-10","70.74"
"1308","12060","2023-06-10","70.47"
"1309","12078","2023-06-10","152.04"
"1310","12159","2023-06-10","24.90"
"1311","12382","2023-06-10","189.25"
"1312","12403","2023-06-10","304.88"
"1313","12546","2023-06-10","201.88"
"1314","12584","2023-06-10","6.94"
"1315","12713","2023-06-10","22.07"
"1316","13048","2023-06-10","245.37"
"1317","13082","2023-06-10","38.71"
"1318","13110","2023-06-10","132.71"
"1319","13170","2023-06-10","45.56"
"1320","13428","2023-06-10","145.06"
"1321","13448","2023-06-10","67.59"
"1322","13514","2023-06-10","21.30"
"1323","13682","2023-06-10","102.26"
"1324","14163","2023-06-10","34.29"
"1325","14318","2023-06-10","70.20"
"1326","14550","2023-06-10","74.99"
"1327","14558","2023-06-10","105.08"
"1328","14805","2023-06-10","30.00"
"1329","14875","2023-06-10","138.22"
"1330","14987","2023-06-10","310.41"
"1331","10076","2023-06-11","5.00"
"1332","10450","2023-06-11","195.54"
"1333","10779","2023-06-11","50.07"
"1334","10854","2023-06-11","67.95"
"1335","11130","2023-06-11","119.10"
"1336","11328","2023-06-11","15.08"
"1337","11346","2023-06-11","10.27"
"1338","11634","2023-06-11","625.40"
"1339","11686","2023-06-11","184.53"
"1340","11830","2023-06-11","38.99"
"1341","12016","2023-06-11","58.57"
"1342","12419","2023-06-11","47.89"
"1343","12641","2023-06-11","23.24"
"1344","12870","2023-06-11","52.58"
"1345","13034","2023-06-11","166.78"
"1346","13038","2023-06-11","84.01"
"1347","13198","2023-06-11","226.45"
"1348","13209","2023-06-11","416.07"
"1349","13233","2023-06-11","193.54"
"1350","13368","2023-06-11","229.93"
"1351","13420","2023-06-11","56.98"
"1352","13564","2023-06-11","152.26"
"1353","13860","2023-06-11","33.83"
"1354","13940","2023-06-11","208.49"
"1355","14594","2023-06-11","72.58"
"1356","14608","2023-06-11","61.83"
"1357","14632","2023-06-11","5.00"
"1358","10093","2023-06-12","149.17"
"1359","10314","2023-06-12","5.87"
"1360","10379","2023-06-12","161.85"
"1361","10438","2023-06-12","385.16"
"1362","10488","2023-06-12","48.71"
"1363","10515","2023-06-12","5.00"
"1364","10827","2023-06-12","5.00"
"1365","11251","2023-06-12","24.76"
"1366","11400","2023-06-12","12.47"
"1367","11791","2023-06-12","324.89"
"1368","12026","2023-06-12","250.62"
"1369","12163","2023-06-12","136.67"
"1370","12359","2023-06-12","18.56"
"1371","12379","2023-06-12","111.62"
"1372","12395","2023-06-12","218.07"
"1373","12405","2023-06-12","13.43"
"1374","12538","2023-06-12","155.11"
"1375","12547","2023-06-12","118.40"
"1376","12575","2023-06-12","119.19"
"1377","12596","2023-06-12","124.81"
"1378","12672","2023-06-12","47.73"
"1379","12955","2023-06-12","29.03"
"1380","12970","2023-06-12","5.00"
"1381","13091","2023-06-12","125.47"
"1382","13183","2023-06-12","5.00"
"1383","13243","2023-06-12","152.85"
"1384","13361","2023-06-12","12.39"
"1385","13631","2023-06-12","5.00"
"1386","14052","2023-06-12","65.98"
"1387","14096","2023-06-12","83.72"
"1388","14264","2023-06-12","189.70"
"1389","14472","2023-06-12","16.89"
"1390","14489","2023-06-12","13.43"
"1391","10174","2023-06-13","30.25"
"1392","10184","2023-06-13","45.78"
"1393","10254","2023-06-13","21.44"
"1394","10263","2023-06-13","29.07"
"1395","10502","2023-06-13","36.56"
"1396","10521","2023-06-13","12.58"
"1397","10603","2023-06-13","82.67"
"1398","10894","2023-06-13","277.57"
"1399","10985","2023-06-13","40.56"
"1400","11071","2023-06-13","125.34"
"1401","11079","2023-06-13","17.68"
"1402","11142","2023-06-13","29.89"
"1403","11207","2023-06-13","7.97"
"1404","11335","2023-06-13","5.00"
"1405","11388","2023-06-13","112.12"
"1406","11772","2023-06-13","92.53"
"1407","11841","2023-06-13","44.32"
"1408","12112","2023-06-13","656.53"
"1409","12266","2023-06-13","232.91"
"1410","12399","2023-06-13","112.49"
"1411","12481","2023-06-13","600.82"
"1412","12541","2023-06-13","6.94"
"1413","12620","2023-06-13","216.94"
"1414","12994","2023-06-13","263.63"
"1415","13314","2023-06-13","33.72"
"1416","14036","2023-06-13","105.05"
"1417","14593","2023-06-13","290.65"
"1418","14680","2023-06-13","135.22"
"1419","10196","2023-06-14","30.91"
"1420","10543","2023-06-14","45.07"
"1421","10764","2023-06-14","63.62"
"1422","10912","2023-06-14","24.96"
"1423","10957","2023-06-14","132.03"
"1424","11055","2023-06-14","72.40"
"1425","11114","2023-06-14","236.48"
"1426","11688","2023-06-14","53.83"
"1427","11988","2023-06-14","183.85"
"1428","12116","2023-06-14","17.90"
"1429","12117","2023-06-14","44.16"
"1430","12178","2023-06-14","52.94"
"1431","12185","2023-06-14","41.77"
"1432","12205","2023-06-14","16.69"
"1433","12481","2023-06-14","12.56"
"1434","12602","2023-06-14","142.88"
"1435","12823","2023-06-14","5.00"
"1436","13007","2023-06-14","101.43"
"1437","13119","2023-06-14","23.19"
"1438","13144","2023-06-14","6.53"
"1439","13205","2023-06-14","5.64"
"1440","13367","2023-06-14","53.94"
"1441","13494","2023-06-14","21.19"
"1442","13558","2023-06-14","13.16"
"1443","13699","2023-06-14","82.81"
"1444","14042","2023-06-14","90.06"
"1445","14210","2023-06-14","28.05"
"1446","14773","2023-06-14","11.46"
"1447","14841","2023-06-14","309.10"
"1448","10026","2023-06-15","7.38"
"1449","10178","2023-06-15","65.71"
"1450","10275","2023-06-15","96.09"
"1451","10598","2023-06-15","103.54"
"1452","11203","2023-06-15","55.15"
"1453","11628","2023-06-15","5.00"
"1454","11651","2023-06-15","91.15"
"1455","11693","2023-06-15","12.06"
"1456","11740","2023-06-15","135.66"
"1457","11819","2023-06-15","7.62"
"1458","12182","2023-06-15","37.95"
"1459","12301","2023-06-15","325.80"
"1460","12402","2023-06-15","5.00"
"1461","12515","2023-06-15","50.54"
"1462","12609","2023-06-15","149.81"
"1463","12692","2023-06-15","58.30"
"1464","12830","2023-06-15","269.49"
"1465","13230","2023-06-15","10.13"
"1466","13378","2023-06-15","37.89"
"1467","13419","2023-06-15","48.78"
"1468","13671","2023-06-15","36.15"
"1469","14150","2023-06-15","10.35"
"1470","14280","2023-06-15","89.54"
"1471","14674","2023-06-15","11.70"
"1472","10145","2023-06-16","143.86"
"1473","10148","2023-06-16","24.24"
"1474","10392","2023-06-16","94.39"
"1475","10502","2023-06-16","142.35"
"1476","10541","2023-06-16","37.86"
"1477","10556","2023-06-16","43.79"
"1478","10666","2023-06-16","365.05"
"1479","10973","2023-06-16","130.17"
"1480","10978","2023-06-16","61.06"
"1481","10988","2023-06-16","7.99"
"1482","11087","2023-06-16","94.05"
"1483","11125","2023-06-16","240.53"
"1484","11254","2023-06-16","51.91"
"1485","11314","2023-06-16","143.24"
"1486","11439","2023-06-16","486.88"
"1487","11480","2023-06-16","205.41"
"1488","11976","2023-06-16","574.60"
"1489","12042","2023-06-16","17.76"
"1490","12874","2023-06-16","305.28"
"1491","12950","2023-06-16","381.56"
"1492","12970","2023-06-16","258.99"
"1493","13276","2023-06-16","18.67"
"1494","13642","2023-06-16","21.54"
"1495","14114","2023-06-16","186.44"
"1496","14361","2023-06-16","244.32"
"1497","14469","2023-06-16","97.27"
"1498","14477","2023-06-16","70.78"
"1499","14951","2023-06-16","103.46"
"1500","10026","2023-06-17","127.68"
"1501","10128","2023-06-17","81.87"
"1502","10453","2023-06-17","20.98"
"1503","10510","2023-06-17","14.71"
"1504","10676","2023-06-17","231.74"
"1505","11051","2023-06-17","81.15"
"1506","11162","2023-06-17","5.00"
"1507","11195","2023-06-17","6.84"
"1508","11544","2023-06-17","32.54"
"1509","11983","2023-06-17","249.16"
"1510","12044","2023-06-17","24.89"
"1511","12109","2023-06-17","6.39"
"1512","12147","2023-06-17","77.07"
"1513","12314","2023-06-17","62.44"
"1514","12504","2023-06-17","118.93"
"1515","12520","2023-06-17","68.17"
"1516","12562","2023-06-17","42.38"
"1517","12584","2023-06-17","33.30"
"1518","12831","2023-06-17","17.83"
"1519","12835","2023-06-17","419.01"
"1520","12850","2023-06-17","214.65"
"1521","12916","2023-06-17","27.51"
"1522","12962","2023-06-17","140.04"
"1523","13050","2023-06-17","440.53"
"1524","13051","2023-06-17","10.46"
"1525","13092","2023-06-17","38.87"
"1526","13163","2023-06-17","6.16"
"1527","13288","2023-06-17","61.93"
"1528","13305","2023-06-17","305.50"
"1529","13521","2023-06-17","56.42"
"1530","13527","2023-06-17","144.42"
"1531","13570","2023-06-17","90.95"
"1532","14002","2023-06-17","64.19"
"1533","14330","2023-06-17","238.11"
"1534","14504","2023-06-17","109.86"
"1535","10121","2023-06-18","115.79"
"1536","10300","2023-06-18","122.98"
"1537","10362","2023-06-18","50.68"
"1538","10363","2023-06-18","312.43"
"1539","10402","2023-06-18","114.38"
"1540","10582","2023-06-18","124.72"
"1541","10737","2023-06-18","371.36"
"1542","10871","2023-06-18","416.19"
"1543","10923","2023-06-18","29.48"
"1544","11042","2023-06-18","88.81"
"1545","11111","2023-06-18","43.30"
"1546","11234","2023-06-18","170.55"
"1547","11359","2023-06-18","26.10"
"1548","11367","2023-06-18","302.77"
"1549","11989","2023-06-18","9.90"
"1550","12345","2023-06-18","189.89"
"1551","12677","2023-06-18","26.66"
"1552","12704","2023-06-18","30.25"
"1553","12717","2023-06-18","199.79"
"1554","12816","2023-06-18","8.72"
"1555","13139","2023-06-18","42.46"
"1556","13151","2023-06-18","373.24"
"1557","13437","2023-06-18","68.94"
"1558","13650","2023-06-18","15.10"
"1559","13650","2023-06-18","88.51"
"1560","13653","2023-06-18","160.04"
"1561","13696","2023-06-18","30.27"
"1562","13752","2023-06-18","404.00"
"1563","13774","2023-06-18","93.78"
"1564","14138","2023-06-18","7.38"
"1565","14491","2023-06-18","60.89"
"1566","14526","2023-06-18","5.00"
"1567","14584","2023-06-18","206.25"
"1568","14624","2023-06-18","14.76"
"1569","14962","2023-06-18","94.91"
"1570","10207","2023-06-19","55.02"
"1571","10267","2023-06-19","86.50"
"1572","10383","2023-06-19","273.87"
"1573","10559","2023-06-19","61.91"
"1574","10652","2023-06-19","90.61"
"1575","10738","2023-06-19","34.06"
"1576","11010","2023-06-19","5.00"
"1577","11055","2023-06-19","11.03"
"1578","11153","2023-06-19","65.64"
"1579","11523","2023-06-19","11.61"
"1580","11626","2023-06-19","50.29"
"1581","11840","2023-06-19","186.48"
"1582","11845","2023-06-19","5.85"
"1583","12012","2023-06-19","308.09"
"1584","12079","2023-06-19","79.68"
"1585","12433","2023-06-19","35.56"
"1586","12471","2023-06-19","360.64"
"1587","12516","2023-06-19","31.70"
"1588","12573","2023-06-19","173.59"
"1589","12641","2023-06-19","73.65"
"1590","12699","2023-06-19","49.08"
"1591","12826","2023-06-19","143.95"
"1592","13225","2023-06-19","156.55"
"1593","13793","2023-06-19","35.55"
"1594","13797","2023-06-19","532.53"
"1595","14049","2023-06-19","210.70"
"1596","14388","2023-06-19","69.96"
"1597","14434","2023-06-19","111.43"
"1598","14981","2023-06-19","10.06"
"1599","10057","2023-06-20","96.25"
"1600","10073","2023-06-20","15.94"
"1601","10450","2023-06-20","112.85"
"1602","10656","2023-06-20","16.32"
"1603","10845","2023-06-20","8.80"
"1604","11271","2023-06-20","80.42"
"1605","11281","2023-06-20","10.81"
"1606","11413","2023-06-20","137.08"
"1607","11450","2023-06-20","54.28"
"1608","11597","2023-06-20","71.64"
"1609","11620","2023-06-20","30.99"
"1610","11702","2023-06-20","10.52"
"1611","11810","2023-06-20","23.58"
"1612","11848","2023-06-20","33.10"
"1613","12304","2023-06-20","115.10"
"1614","12354","2023-06-20","73.83"
"1615","12400","2023-06-20","50.93"
"1616","12582","2023-06-20","11.73"
"1617","12643","2023-06-20","14.22"
"1618","12692","2023-06-20","11.24"
"1619","12770","2023-06-20","5.00"
"1620","12897","2023-06-20","74.25"
"1621","12947","2023-06-20","125.49"
"1622","13400","2023-06-20","126.62"
"1623","13896","2023-06-20","11.96"
"1624","14033","2023-06-20","114.21"
"1625","14086","2023-06-20","216.21"
"1626","14167","2023-06-20","132.51"
"1627","14203","2023-06-20","77.29"
"1628","14324","2023-06-20","172.03"
"1629","14347","2023-06-20","158.43"
"1630","14351","2023-06-20","63.56"
"1631","14578","2023-06-20","27.84"
"1632","14681","2023-06-20","9.68"
"1633","14817","2023-06-20","181.07"
"1634","14831","2023-06-20","130.04"
"1635","14964","2023-06-20","612.51"
"1636","10134","2023-06-21","17.26"
"1637","10164","2023-06-21","117.32"
"1638","10591","2023-06-21","71.34"
"1639","10645","2023-06-21","215.79"
"1640","10652","2023-06-21","86.14"
"1641","10724","2023-06-21","444.59"
"1642","10858","2023-06-21","240.64"
"1643","10876","2023-06-21","5.00"
"1644","10893","2023-06-21","52.96"
"1645","11017","2023-06-21","379.79"
"1646","11144","2023-06-21","171.88"
"1647","11254","2023-06-21","167.04"
"1648","11348","2023-06-21","454.56"
"1649","11483","2023-06-21","11.01"
"1650","11544","2023-06-21","104.89"
"1651","11562","2023-06-21","94.09"
"1652","11593","2023-06-21","23.44"
"1653","11615","2023-06-21","508.48"
"1654","11813","2023-06-21","23.39"
"1655","11881","2023-06-21","9.68"
"1656","12500","2023-06-21","140.79"
"1657","12587","2023-06-21","408.94"
"1658","12658","2023-06-21","194.82"
"1659","12841","2023-06-21","5.00"
"1660","12862","2023-06-21","3.72"
"1661","12863","2023-06-21","95.97"
"1662","12923","2023-06-21","5.00"
"1663","13036","2023-06-21","112.19"
"1664","13185","2023-06-21","54.48"
"1665","13373","2023-06-21","185.23"
"1666","13435","2023-06-21","17.84"
"1667","13471","2023-06-21","48.21"
"1668","13536","2023-06-21","66.92"
"1669","14014","2023-06-21","90.63"
"1670","14036","2023-06-21","519.65"
"1671","14043","2023-06-21","128.78"
"1672","14136","2023-06-21","47.93"
"1673","14271","2023-06-21","18.46"
"1674","14359","2023-06-21","17.88"
"1675","14522","2023-06-21","48.01"
"1676","14705","2023-06-21","26.22"
"1677","14843","2023-06-21","871.24"
"1678","14953","2023-06-21","91.22"
"1679","14981","2023-06-21","297.60"
"1680","10231","2023-06-22","198.15"
"1681","10486","2023-06-22","138.88"
"1682","10964","2023-06-22","162.11"
"1683","11200","2023-06-22","37.48"
"1684","11250","2023-06-22","464.31"
"1685","11342","2023-06-22","13.34"
"1686","11416","2023-06-22","52.48"
"1687","11493","2023-06-22","2.47"
"1688","11551","2023-06-22","58.02"
"1689","11688","2023-06-22","12.02"
"1690","11755","2023-06-22","197.47"
"1691","11819","2023-06-22","10.46"
"1692","11856","2023-06-22","17.03"
"1693","12313","2023-06-22","279.19"
"1694","12359","2023-06-22","34.45"
"1695","12398","2023-06-22","32.84"
"1696","12484","2023-06-22","185.64"
"1697","12609","2023-06-22","48.44"
"1698","12615","2023-06-22","33.94"
"1699","12708","2023-06-22","6.12"
"1700","12930","2023-06-22","72.45"
"1701","13382","2023-06-22","12.91"
"1702","13491","2023-06-22","48.02"
"1703","13503","2023-06-22","17.95"
"1704","13801","2023-06-22","32.81"
"1705","14102","2023-06-22","14.37"
"1706","14153","2023-06-22","169.46"
"1707","14569","2023-06-22","288.89"
"1708","14659","2023-06-22","174.77"
"1709","14674","2023-06-22","65.75"
"1710","10424","2023-06-23","30.48"
"1711","10709","2023-06-23","92.21"
"1712","10982","2023-06-23","49.34"
"1713","10996","2023-06-23","95.98"
"1714","11246","2023-06-23","126.53"
"1715","11449","2023-06-23","9.68"
"1716","11481","2023-06-23","185.15"
"1717","11518","2023-06-23","82.42"
"1718","11927","2023-06-23","31.18"
"1719","11971","2023-06-23","185.06"
"1720","12397","2023-06-23","5.00"
"1721","12397","2023-06-23","81.25"
"1722","12534","2023-06-23","213.16"
"1723","12788","2023-06-23","30.39"
"1724","12957","2023-06-23","46.48"
"1725","13009","2023-06-23","67.38"
"1726","13242","2023-06-23","59.25"
"1727","13420","2023-06-23","182.11"
"1728","13447","2023-06-23","121.04"
"1729","13575","2023-06-23","83.99"
"1730","13580","2023-06-23","121.57"
"1731","13600","2023-06-23","36.78"
"1732","13712","2023-06-23","97.78"
"1733","13808","2023-06-23","33.55"
"1734","13938","2023-06-23","270.88"
